Title;Source;DOI;Year Published;WOS number
Viability and Management Targets of Mediterranean Demersal Fisheries: The Case of the Aegean Sea;PLOS ONE;10.1371/journal.pone.0168694;2016;WOS:000391226900037
Environmental drivers explain regional variation of changes in fish and invertebrate functional groups across the Mediterranean Sea from 1994 to 2012;MARINE ECOLOGY PROGRESS SERIES;10.3354/meps11912;2016;WOS:000394183600002
The role of forcing agents on biogeochemical variability along the southwestern Adriatic coast: The Gulf of Manfredonia case study;ESTUARINE COASTAL AND SHELF SCIENCE;10.1016/j.ecss.2016.10.033;2016;WOS:000390726900013
Seawater pH Predicted for the Year 2100 Affects the Metabolic Response to Feeding in Copepodites of the Arctic Copepod Calanus glacialis;PLOS ONE;10.1371/journal.pone.0168735;2016;WOS:000392842600096
A new search-and-rescue service in the Mediterranean Sea: a demonstration of the operational capability and an evaluation of its performance using real case scenarios;NATURAL HAZARDS AND EARTH SYSTEM SCIENCES;10.5194/nhess-16-2713-2016;2016;WOS:000391283600003
Sea surface microplastics in Slovenian part of the Northern Adriatic;MARINE POLLUTION BULLETIN;10.1016/j.marpolbul.2016.10.031;2016;WOS:000390734600067
Plastic litter in sediments from a marine area likely to become protected (Aeolian Archipelago's islands, Tyrrhenian sea);MARINE POLLUTION BULLETIN;10.1016/j.marpolbul.2016.08.054;2016;WOS:000390734600084
Geomorphological features of the archaeological marine area of Sinuessa in Campania, southern Italy;QUATERNARY INTERNATIONAL;10.1016/j.quaint.2016.04.019;2016;WOS:000390534700017
Seawater intrusion in karstic, coastal aquifers: Current challenges and future scenarios in the Taranto area (southern Italy);SCIENCE OF THE TOTAL ENVIRONMENT;10.1016/j.scitotenv.2016.07.005;2016;WOS:000390071000129
Testing models of ice cap extent, South Georgia, sub-Antarctic;QUATERNARY SCIENCE REVIEWS;10.1016/j.quascirev.2016.11.007;2016;WOS:000390505700008
Marine Rapid Environmental Assessment in the Gulf of Taranto: a multiscale approach;NATURAL HAZARDS AND EARTH SYSTEM SCIENCES;10.5194/nhess-16-2623-2016;2016;WOS:000390770000002
Fish Distribution and Habitat Complexity on Banks of the Strait of Sicily (Central Mediterranean Sea) from Remotely-Operated Vehicle (ROV) Explorations;PLOS ONE;10.1371/journal.pone.0167809;2016;WOS:000389587100201
An integrated genomic approach for the study of mandibular prognathism in the European seabass (Dicentrarchus labrax);SCIENTIFIC REPORTS;10.1038/srep38673;2016;WOS:000389488400001
A Robust Design Capture-Recapture Analysis of Abundance, Survival and Temporary Emigration of Three Odontocete Species in the Gulf of Corinth, Greece;PLOS ONE;10.1371/journal.pone.0166650;2016;WOS:000389578800004
Arctic lakes show strong decadal trend in earlier spring ice-out;SCIENTIFIC REPORTS;10.1038/srep38449;2016;WOS:000389525500001
Fast evaluation of tsunami scenarios: uncertainty assessment for a Mediterranean Sea database;NATURAL HAZARDS AND EARTH SYSTEM SCIENCES;10.5194/nhess-16-2593-2016;2016;WOS:000389217600001
Can benthic foraminifera be used as bio-indicators of pollution in areas with a wide range of physicochemical variability?;ESTUARINE COASTAL AND SHELF SCIENCE;10.1016/j.ecss.2016.10.011;2016;WOS:000390627700019
A QGIS PLUGIN FOR OFFSHORE WAVE HINDCASTING BASED ON GEOGRAPHIC TRANSPOSITION OF WAVE GAUGE DATA;JOURNAL OF APPLIED ENGINEERING SCIENCES;10.1515/jaes-2016-0015;2016;WOS:000407310100005
Wave Energy Exploitation System Integrated in the Coastal Structure of a Mediterranean Port;SUSTAINABILITY;10.3390/su8121342;2016;WOS:000393315100065
INTERACTION OF LOGGERHEAD TURTLES (CARETTA CARETTA) WITH TRADITIONAL FISH AGGREGATING DEVICES (FADS) IN THE MEDITERRANEAN SEA;HERPETOLOGICAL CONSERVATION AND BIOLOGY;;2016;WOS:000393201900001
Effects of fine suspended sediment releases on benthic communities in artificial flumes;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;;2016;WOS:000393057200009
AIS Data Visualization for Maritime Spatial Planning (MSP);INTERNATIONAL JOURNAL OF E-NAVIGATION AND MARITIME ECONOMY;10.1016/j.enavi.2016.12.004;2016;WOS:000393114000004
Evidence of a shallow water submarine hydrothermal field off Zannone Island from morphological and geochemical characterization: Implications for Tyrrhenian Sea Quaternary volcanism;JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH;10.1002/2016JB013103;2016;WOS:000393181500002
Macrophytes and ecological status assessment in the Po delta transitional systems, Adriatic Sea (Italy). Application of Macrophyte Quality Index (MaQI);ACTA ADRIATICA;;2016;WOS:000392722800002
Mediterranean triton Charonia lampas lampas (Gastropoda: Caenogastropoda): report on captive breeding;ACTA ADRIATICA;;2016;WOS:000392722800005
In search of prey: the occurrence of Alopias vulpinus (Bonnaterre, 1788) in the northern Adriatic Sea and its interactions with fishery;ACTA ADRIATICA;;2016;WOS:000392722800008
Dense water plumes modulate richness and productivity of deep sea microbes;ENVIRONMENTAL MICROBIOLOGY;10.1111/1462-2920.13510;2016;WOS:000392946900019
Site Specific Ground Motion Modeling and Seismic Response Analysis for Microzonation of Baku, Azerbaijan;ACTA GEOPHYSICA;10.1515/acgeo-2016-0105;2016;WOS:000391967700008
Analysis of delta C-13 and delta N-15 isotopic signatures to shed light on the hydrological cycle's influence on the trophic behavior of fish in a Mediterranean reservoir;BIOLOGIA;10.1515/biolog-2016-0160;2016;WOS:000391884900011
EVALUATION AND COMPARISON OF TRACE METAL ACCUMULATION IN DIFFERENT TISSUES OF POTENTIAL BIOINDICATOR ORGANISMS: MACROBENTHIC FILTER FEEDERS STYELA PLICATA, SABELLA SPALLANZANII, AND MYTILUS GALLOPROVINCIALIS;ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY;10.1002/etc.3494;2016;WOS:000391031400019
Buried iceberg-keel scouring on the southern Spitsbergenbanken, NW Barents Sea;MARINE GEOLOGY;10.1016/j.margeo.2016.10.005;2016;WOS:000390626100005
WHAT TIME TAUGHT US FOR THE FUTURE The 1966 Flooding of Venice;OCEANOGRAPHY;10.5670/oceanog.2016.87;2016;WOS:000390560400020
Ancient Fishing Methods and Fishing Grounds in the Lake of Galilee;PALESTINE EXPLORATION QUARTERLY;10.1080/00310328.2016.1185845;2016;WOS:000390428600005
A bio-optical model for integration into ecosystem models for the Ligurian Sea;PROGRESS IN OCEANOGRAPHY;10.1016/j.pocean.2016.10.007;2016;WOS:000390723200001
CFD investigations of OXYFLUX device, an innovative wave pump technology for artificial downwelling of surface water;APPLIED OCEAN RESEARCH;10.1016/j.apor.2016.10.002;2016;WOS:000390075900002
Assessing interacting impacts of artisanal and recreational fisheries in a small Marine Protected Area (Portofino, NW Mediterranean Sea);ECOSPHERE;10.1002/ecs2.1601;2016;WOS:000390136700019
The role of genetics in fisheries management under the EU common fisheries policy;JOURNAL OF FISH BIOLOGY;10.1111/jfb.13151;2016;WOS:000390339900017
The hydrodynamics of landslide tsunamis: current analytical models and future research directions;LANDSLIDES;10.1007/s10346-016-0680-z;2016;WOS:000390031600004
Tsunamis generated by landslides at the coast of conical islands: experimental benchmark dataset for mathematical model validation;LANDSLIDES;10.1007/s10346-016-0696-4;2016;WOS:000390031600005
Temporal variability of sedimentation rates and mobile fauna inside and outside a gorgonian garden;MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE;10.1111/maec.12328;2016;WOS:000390401400010
Influence of the Po River runoff on the bacterioplankton community along trophic and salinity gradients in the Northern Adriatic Sea;MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE;10.1111/maec.12355;2016;WOS:000390401400017
New records of cold-water coral sites and fish fauna characterization of a potential network existing in the Mediterranean Sea;MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE;10.1111/maec.12356;2016;WOS:000390401400018
Review of the EU small-scale driftnet fisheries;MARINE POLICY;10.1016/j.marpol.2016.10.001;2016;WOS:000390494100029
Ship Collision Avoidance and COLREGS Compliance Using Simulation-Based Control Behavior Selection With Predictive Hazard Assessment;IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS;10.1109/TITS.2016.2551780;2016;WOS:000389344200007
Patterns of Fish Connectivity between a Marine Protected Area and Surrounding Fished Areas;PLOS ONE;10.1371/journal.pone.0167441;2016;WOS:000389482700157
Foredune psammophilous communities and coastal erosion in a stretch of the Ligurian sea (Tuscany, Italy);RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI;10.1007/s12210-016-0543-5;2016;WOS:000389833300005
The Use of CFD in the Analysis of Wave Loadings Acting on Seawave Slot-Cone Generators;SUSTAINABILITY;10.3390/su8121255;2016;WOS:000389317100046
Hydraulic Performance of an Innovative Breakwater for Overtopping Wave Energy Conversion;SUSTAINABILITY;10.3390/su8121226;2016;WOS:000389317100017
Evidences of different salinization sources in the roman coastal aquifer (Central Italy);JOURNAL OF COASTAL CONSERVATION;10.1007/s11852-016-0457-5;2016;WOS:000389206900001
Blue Growth and the relationship between ecosystem services and human activities: The Salento artisanal fisheries case study;OCEAN & COASTAL MANAGEMENT;10.1016/j.ocecoaman.2016.09.019;2016;WOS:000389101500012
Ancient upwelling record in a phosphate hardground (Tortonian of Menorca, Balearic Islands, Spain);MARINE AND PETROLEUM GEOLOGY;10.1016/j.marpetgeo.2016.07.017;2016;WOS:000389087100038
Spatial variability of soft-bottom macrobenthic communities in northern Sicily (Western Mediterranean): Contrasting trawled vs. untrawled areas;MARINE ENVIRONMENTAL RESEARCH;10.1016/j.marenvres.2016.10.002;2016;WOS:000389098500012
CO2 leakage from carbon dioxide capture and storage (CCS) systems affects organic matter cycling in surface marine sediments;MARINE ENVIRONMENTAL RESEARCH;10.1016/j.marenvres.2016.10.007;2016;WOS:000389098500017
Application and Comparison of Tsunami Vulnerability and Damage Models for the Town of Siracusa, Sicily, Italy;PURE AND APPLIED GEOPHYSICS;10.1007/s00024-016-1261-8;2016;WOS:000388744000008
Five key attributes can increase marine protected areas performance for small-scale fisheries management;SCIENTIFIC REPORTS;10.1038/srep38135;2016;WOS:000388994200001
Seabed litter composition, distribution and sources in the Northern and Central Adriatic Sea (Mediterranean);WASTE MANAGEMENT;10.1016/j.wasman.2016.08.038;2016;WOS:000389109400006
Suitable sediment fraction for paleoenvironmental reconstruction and assessment of contaminated coastal areas based on benthic foraminifera: A case study from Augusta Harbour (Eastern Sicily, Italy);ECOLOGICAL INDICATORS;10.1016/j.ecolind.2016.06.030;2016;WOS:000388157900008
Length-weight relationships of three estuarine species in the Comacchio Lagoon, Po River delta, Italy;JOURNAL OF APPLIED ICHTHYOLOGY;10.1111/jai.13173;2016;WOS:000387857900051
Moss and lichen biomonitoring of atmospheric mercury: A review;SCIENCE OF THE TOTAL ENVIRONMENT;10.1016/j.scitotenv.2016.07.202;2016;WOS:000387807200023
"Effects of larval diet and metamorphosis cue on survival and growth of sea urchin post-larvae (Paracentrotus lividus; Lamarck, 1816)";AQUACULTURE;10.1016/j.aquaculture.2016.09.014;2016;WOS:000385372200033
Can sea urchins benefit from an artificial diet? Physiological and histological assessment for echinoculture feasibility evaluation;AQUACULTURE NUTRITION;10.1111/anu.12326;2016;WOS:000388576300005
The Ventotene Volcanic Ridge: a newly explored complex in the central Tyrrhenian Sea (Italy);BULLETIN OF VOLCANOLOGY;10.1007/s00445-016-1081-9;2016;WOS:000394130700002
Retrospective biomonitoring of chemical contamination in the marine coastal environment of Terra Nova Bay (Ross Sea, Antarctica) by environmental specimen banking;CHEMOSPHERE;10.1016/j.chemosphere.2016.09.049;2016;WOS:000386402200049
Outer shelf seafloor geomorphology along a carbonate escarpment: The eastern Malta Plateau, Mediterranean Sea;CONTINENTAL SHELF RESEARCH;10.1016/j.csr.2016.11.002;2016;WOS:000390515500002
Advances in understanding the mechanisms of mercury toxicity in wild golden grey mullet (Liza aurata) by H-1 NMR-based metabolomics;ENVIRONMENTAL POLLUTION;10.1016/j.envpol.2016.10.033;2016;WOS:000390734100017
Madagascar's escape from Africa: A high-resolution plate reconstruction for the Western Somali Basin and implications for supercontinent dispersal;GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS;10.1002/2016GC006624;2016;WOS:000392719100014
Geomorphology of the central Red Sea Rift: Determining spreading processes;GEOMORPHOLOGY;10.1016/j.geomorph.2016.08.028;2016;WOS:000385899700013
Living between widely separated areas: Long-term monitoring of Mediterranean loggerhead turtles sheds light on cryptic aspects of females spatial ecology;JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY;10.1016/j.jembe.2016.08.007;2016;WOS:000386190300002
Occurrence of the Leech, Pontobdella muricata Linnaeus, on Elasmobranch Species in the Northern and Central Adriatic Sea;JOURNAL OF PARASITOLOGY;10.1645/15-826;2016;WOS:000392386700014
Exploring marine spatial planning education: Challenges in structuring transdisciplinarity;MARINE POLICY;10.1016/j.marpol.2016.09.016;2016;WOS:000390494100006
Peregrine breathers as design waves for wave-structure interaction;OCEAN ENGINEERING;10.1016/j.oceaneng.2016.09.042;2016;WOS:000389294900018
Water mass dynamics shape Ross Sea protist communities in mesopelagic and bathypelagic layers;PROGRESS IN OCEANOGRAPHY;10.1016/j.pocean.2016.10.003;2016;WOS:000390723200002
Current and future trends in marine image annotation software;PROGRESS IN OCEANOGRAPHY;10.1016/j.pocean.2016.07.005;2016;WOS:000390723200006
A review of potential physical impacts on harbours in the Mediterranean Sea under climate change;REGIONAL ENVIRONMENTAL CHANGE;10.1007/s10113-016-0972-9;2016;WOS:000388959100026
Wave Energy Assessment and Performance Estimation of State of the Art Wave Energy Converters in Italian Hotspots;SUSTAINABILITY;10.3390/su8121300;2016;WOS:000393315100024
Integrated Geological and Digital Surveys to Know, Preserve and Promote a Geoheritage: the Sea Cliff of Vignanotica Bay (Gargano Promontory, Southern Italy);GEOHERITAGE;10.1007/s12371-016-0179-y;2016;WOS:000387538300007
Socioeconomic impacts of marine protected areas in the Mediterranean and Black Seas;OCEAN & COASTAL MANAGEMENT;10.1016/j.ocecoaman.2016.09.001;2016;WOS:000386989900001
Microfossil turnover across the uppermost Danian at Caravaca, Spain: Paleoenvironmental inferences and identification of the latest Danian event;PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY;10.1016/j.palaeo.2016.09.013;2016;WOS:000387526000004
Historical sea level changes and effects on the coasts of Sorrento Peninsula (Gulf of Naples): New constrains from recent geoarchaeological investigations;PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY;10.1016/j.palaeo.2016.09.022;2016;WOS:000387526000009
Palaeoclimatic changes in Kveithola, Svalbard, during the Late Pleistocene deglaciation and Holocene: Evidences from microfossil and sedimentary records;PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY;10.1016/j.palaeo.2016.10.003;2016;WOS:000387526000011
Observations and modelling of nearshore sediment sorting processes along a barred beach profile;COASTAL ENGINEERING;10.1016/j.coastaleng.2016.08.009;2016;WOS:000386322500005
The response of benthic meiofauna to hydrothermal emissions in the Pontine Archipelago, Tyrrhenian Sea (central Mediterranean Basin);JOURNAL OF MARINE SYSTEMS;10.1016/j.jmarsys.2016.08.002;2016;WOS:000385329600005
Large-scale experiments on the behaviour of a generalised Oscillating Water Column under random waves;RENEWABLE ENERGY;10.1016/j.renene.2016.07.067;2016;WOS:000383811000085
Performance optimization of a U-Oscillating-Water-Column wave energy harvester;RENEWABLE ENERGY;10.1016/j.renene.2016.07.080;2016;WOS:000383811000097
Morphology and Species Composition of Southern Adriatic Sea Leptocephali Evaluated Using DNA Barcoding;PLOS ONE;10.1371/journal.pone.0166137;2016;WOS:000389472400017
Climate patterns derived from ocean wave spectra;GEOPHYSICAL RESEARCH LETTERS;10.1002/2016GL071419;2016;WOS:000393208100030
Activity of R(+) limonene on the maximum growth rate of fish spoilage organisms and related effects on shelf-life prolongation of fresh gilthead sea bream fillets;INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY;10.1016/j.ijfoodmicro.2016.08.023;2016;WOS:000386408300013
Mobility of mercury in contaminated marine sediments: Biogeochemical pathways;MARINE CHEMISTRY;10.1016/j.marchem.2016.07.002;2016;WOS:000389101200001
Non-reef environments impact the diversification of extant jacks, remoras and allies (Carangoidei, Percomorpha);PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES;10.1098/rspb.2016.1556;2016;WOS:000388718700006
Dynamic overset rails simulation of a wave-driven device for the oxygenation of deep layers;OCEAN ENGINEERING;10.1016/j.oceaneng.2016.10.016;2016;WOS:000388050400029
A multidisciplinary approach for the characterization of the coastal marine ecosystems of Monte Di Procida (Campania, Italy);MARINE POLLUTION BULLETIN;10.1016/j.marpolbul.2016.07.008;2016;WOS:000386188900064
Chemical contaminants entering the marine environment from sea-based sources: A review with a focus on European seas;MARINE POLLUTION BULLETIN;10.1016/j.marpolbul.2016.06.091;2016;WOS:000386188900013
Contrasting composition of terrigenous organic matter in the dissolved, particulate and sedimentary organic carbon pools on the outer East Siberian Arctic Shelf;BIOGEOSCIENCES;10.5194/bg-13-6121-2016;2016;WOS:000387864200001
Bathyal Mollusca from the cold-water coral biotope of Santa Maria di Leuca (Apulian margin, southern Italy);ZOOTAXA;10.11646/zootaxa.4186.1.1;2016;WOS:000387020500001
Fluxes and the mass balance of mercury in Augusta Bay (Sicily, southern Italy);ESTUARINE COASTAL AND SHELF SCIENCE;10.1016/j.ecss.2016.08.013;2016;WOS:000386406500013
The role of Internal Solitary Waves on deep-water sedimentary processes: the case of up-slope migrating sediment waves off the Messina Strait;SCIENTIFIC REPORTS;10.1038/srep36376;2016;WOS:000387162600001
Shell properties of commercial clam Chamelea gallina are influenced by temperature and solar radiation along a wide latitudinal gradient;SCIENTIFIC REPORTS;10.1038/srep36420;2016;WOS:000386930700001
Analysing and forecasting fisheries time series: purse seine in Indian Ocean as a case study;ICES JOURNAL OF MARINE SCIENCE;10.1093/icesjms/fsw131;2016;WOS:000402376300012
A Plausible Reason for Changes in El Nino Parameters in the 2000s;RUSSIAN METEOROLOGY AND HYDROLOGY;10.3103/S1068373916110029;2016;WOS:000397339100002
Design and testing of an innovative cleaning tool for underwater applications;PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART M-JOURNAL OF ENGINEERING FOR THE MARITIME ENVIRONMENT;10.1177/1475090215610599;2016;WOS:000392916800003
A new method to assess long-term sea-bottom vertical displacement in shallow water using a bottom pressure sensor: Application to Campi Flegrei, Southern Italy;JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH;10.1002/2016JB013459;2016;WOS:000391133200005
Transient deformation of karst aquifers due to seasonal and multiyear groundwater variations observed by GPS in southern Apennines (Italy);JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH;10.1002/2016JB013361;2016;WOS:000391133200033
Long-term Late Cretaceous oxygen- and carbon-isotope trends and planktonic foraminiferal turnover: A new record from the southern midlatitudes;GEOLOGICAL SOCIETY OF AMERICA BULLETIN;10.1130/B31399.1;2016;WOS:000390988300009
An initial carbon export assessment in the Mediterranean Sea based on drifting sediment traps and the Underwater Vision Profiler data sets;DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS;10.1016/j.dsr.2016.08.015;2016;WOS:000390514800010
Large Saharan dust storms: Implications for chlorophyll dynamics in the Mediterranean Sea;GLOBAL BIOGEOCHEMICAL CYCLES;10.1002/2016GB005404;2016;WOS:000390812300010
Sedimentology, faunal content and pollen record of Middle Pleistocene palustrine and lagoonal sediments from the Peri-Adriatic basin, Abruzzi, eastern central Italy;QUATERNARY RESEARCH;10.1016/j.yqres.2016.08.003;2016;WOS:000389869700011
Exploiting the Potential of Satellite Microwave Remote Sensing to Hindcast the Storm Surge in the Gulf of Venice;IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING;10.1109/JSTARS.2016.2603235;2016;WOS:000388871500020
The Pelsonian (Anisian, Middle Triassic) fish assemblage from Monte Pra della Vacca/Kuhwiesenkpof (Braies Dolomites, Italy);NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN;10.1127/njgpa/2016/0612;2016;WOS:000388575800005
Modelling flows in shallow (fluvial) lakes with prevailing circulations in the horizontal plane: limits of 2D compared to 3D models;JOURNAL OF HYDROINFORMATICS;10.2166/hydro.2016.033;2016;WOS:000388211100002
Mercury and Arsenic in Stream Sediments and Surface Waters of the Orcia River Basin, Southern Tuscany, Italy;WATER AIR AND SOIL POLLUTION;10.1007/s11270-016-3110-x;2016;WOS:000388218600015
Miocene Antarctic ice dynamics in the Ross Embayment (Western Ross Sea, Antarctica): Insights from provenance analyses of sedimentary clasts in the AND-2A drill core;GLOBAL AND PLANETARY CHANGE;10.1016/j.gloplacha.2016.09.001;2016;WOS:000388049700005
Palaeocommunities, diversity and sea-level change from middle Eocene shell beds of the Paris Basin;JOURNAL OF THE GEOLOGICAL SOCIETY;10.1144/jgs2015-150;2016;WOS:000387983900003
A numerical investigation of the 1783 landslide-induced catastrophic tsunami in Scilla, Italy;NATURAL HAZARDS;10.1007/s11069-016-2461-3;2016;WOS:000387598000003
Assessment of classical and approximated models estimating regular waves kinematics;OCEAN ENGINEERING;10.1016/j.oceaneng.2016.09.005;2016;WOS:000388052400014
Lattice Boltzmann approach for hydro-acoustic waves generated by tsunamigenic sea bottom displacement;OCEAN MODELLING;10.1016/j.ocemod.2016.09.012;2016;WOS:000387776000002
The Mediterranean Decision Support System for Marine Safety dedicated to oil slicks predictions;DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY;10.1016/j.dsr2.2016.07.014;2016;WOS:000387197200002
A multi-model assessment of the impact of currents, waves and wind in modelling surface drifters and oil spill;DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY;10.1016/j.dsr2.2016.04.002;2016;WOS:000387197200003
Forecast of drifter trajectories using a Rapid Environmental Assessment based on CTD observations;DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY;10.1016/j.dsr2.2016.06.020;2016;WOS:000387197200004
Sea-level variability in the Mediterranean Sea from altimetry and tide gauges;CLIMATE DYNAMICS;10.1007/s00382-016-3001-2;2016;WOS:000386062000009
Differential protein expression during sperm maturation and capacitation in an hermaphroditic bivalve, Pecten maximus (Linnaeus, 1758);JOURNAL OF MOLLUSCAN STUDIES;10.1093/mollus/eyw028;2016;WOS:000386901500011
THE PERMIAN - TRIASSIC BOUNDARY, DEAD SEA, JORDAN: TRANSITIONAL ALLUVIAL TO MARINE DEPOSITIONAL SEQUENCES AND BIOSTRATIGRAPHY;RIVISTA ITALIANA DI PALEONTOLOGIA E STRATIGRAFIA;;2016;WOS:000387034500002
Island cruise tourism development: a resident's perspective in the context of Italy;CURRENT ISSUES IN TOURISM;10.1080/13683500.2013.854751;2016;WOS:000383549900007
Effects of Holocene sea level changes on subtidal palaeoecosystems, southeastern Brazil;MARINE GEOLOGY;10.1016/j.margeo.2016.08.007;2016;WOS:000386190600002
Sediment dynamics and budget in a microtidal lagoon - A numerical investigation;MARINE GEOLOGY;10.1016/j.margeo.2016.09.006;2016;WOS:000386190600013
Impressive abrasion rates of marked pebbles on a coarse-clastic beach within a 13-month timespan;MARINE GEOLOGY;10.1016/j.margeo.2016.09.010;2016;WOS:000386190600014
Are mussels able to distinguish underwater sounds? Assessment of the reactions of Mytilus galloprovincialis after exposure to lab-generated acoustic signals;COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY;10.1016/j.cbpa.2016.06.029;2016;WOS:000385325700008
Impact of bisphenol A (BPA) on early embryo development in the marine mussel Mytilus galloprovincialis: Effects on gene transcription;ENVIRONMENTAL POLLUTION;10.1016/j.envpol.2016.08.050;2016;WOS:000385596000109
Spatial distribution pattern and physical - biological interactions in the larval notothenioid fish assemblages from the Bransfield Strait and adjacent waters;FISHERIES OCEANOGRAPHY;10.1111/fog.12178;2016;WOS:000385360200006
Wave Period and Coastal Bathymetry Using Wave Propagation on Optical Images;IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING;10.1109/TGRS.2016.2579266;2016;WOS:000385188200005
Evolution of the siliciclastic-carbonate shelf system of the northern Kenyan coastal belt in response to Late Pleistocene-Holocene relative sea level changes;JOURNAL OF AFRICAN EARTH SCIENCES;10.1016/j.jafrearsci.2016.08.003;2016;WOS:000385326000018
Species composition and infection dynamics of ascaridoid nematodes in Barents Sea capelin (Mallotus villosus) reflecting trophic position of fish host;PARASITOLOGY RESEARCH;10.1007/s00436-016-5209-9;2016;WOS:000385142100024
Holocene sediments of the Messina Strait (southern Italy): relationships between source area and depositional basin;MARINE AND PETROLEUM GEOLOGY;10.1016/j.marpetgeo.2016.07.010;2016;WOS:000384861400036
On the sustainability of inland fisheries: Finding a future for the forgotten;AMBIO;10.1007/s13280-016-0787-4;2016;WOS:000385151100001
Coastal erosion and loss of wetlands in the middle Rio de la Plata estuary (Argentina);APPLIED GEOGRAPHY;10.1016/j.apgeog.2016.09.014;2016;WOS:000386188300004
Projections of extreme storm surge levels along Europe;CLIMATE DYNAMICS;10.1007/s00382-016-3019-5;2016;WOS:000386062000027
Dynamics of a fringe mangrove forest detected by Landsat images in the Mekong River Delta, Vietnam;EARTH SURFACE PROCESSES AND LANDFORMS;10.1002/esp.3968;2016;WOS:000387361400002
Seasonal accumulation of persistent organic pollutants on a high altitude glacier in the Eastern Alps;ENVIRONMENTAL POLLUTION;10.1016/j.envpol.2016.08.004;2016;WOS:000385596000086
Distribution and fate of legacy and emerging contaminants along the Adriatic Sea: A comparative study;ENVIRONMENTAL POLLUTION;10.1016/j.envpol.2016.08.057;2016;WOS:000385596000115
Dependency of the Sentinel-1 azimuth wavelength cut-off on significant wave height and wind speed;INTERNATIONAL JOURNAL OF REMOTE SENSING;10.1080/01431161.2016.1226525;2016;WOS:000384692500004
A mixed solution for a highly protected coast (Punta Marina, Northern Adriatic Sea, Italy);MARINE GEOLOGY;10.1016/j.margeo2016.09.002;2016;WOS:000386190600010
An unscented Kalman filter based navigation algorithm for autonomous underwater vehicles;MECHATRONICS;10.1016/j.mechatronics.2016.05.007;2016;WOS:000388153400016
Climate signatures through Marine Isotope Stage 19 in the Montalbano Jonico section (Southern Italy): A land-sea perspective;PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY;10.1016/j.palaeo.2016.08.029;2016;WOS:000385599900027
Characterization of the fish assemblage in a Mediterranean coastal lagoon: Lesina Lagoon (central Adriatic Sea);REGIONAL STUDIES IN MARINE SCIENCE;10.1016/j.rsma.2016.04.003;2016;WOS:000414771200022
Conservation challenges in human dominated seascapes: The harbour and coast of Ravenna;REGIONAL STUDIES IN MARINE SCIENCE;10.1016/j.rsma.2015.11.003;2016;WOS:000414771500009
Towards a probabilistic model for predicting ship besetting in ice in Arctic waters;RELIABILITY ENGINEERING & SYSTEM SAFETY;10.1016/j.ress.2016.06.010;2016;WOS:000382420800012
Atmospheric chemistry of mercury in Antarctica and the role of cryptogams to assess deposition patterns in coastal ice-free areas;CHEMOSPHERE;10.1016/j.chemosphere.2016.08.007;2016;WOS:000384776800023
Depth as a driver of evolution in the deep sea: Insights from grenadiers (Gadiformes: Macrouridae) of the genus Coryphaenoides;MOLECULAR PHYLOGENETICS AND EVOLUTION;10.1016/j.ympev.2016.07.027;2016;WOS:000383217100007
Can a square-mesh panel inserted in front of the codend improve the exploitation pattern in Mediterranean bottom trawl fisheries?;FISHERIES RESEARCH;10.1016/j.fishres.2016.05.007;2016;WOS:000382599600002
Making history count: The shifting baselines of Turkish fisheries;FISHERIES RESEARCH;10.1016/j.fishres.2016.05.013;2016;WOS:000382599600007
